,Aggravated assault,Burglary,Counties/principal cities,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Population,Property crime,Rape,Robbery,Violent crime,counties,msa_label,msa_pop,year
8296,528.7,1348.6,"Rate per 100,000 inhabitants",3079.9,264.7,3.8,,4693.3,32.3,110.7,675.5,Includes Crosby and Lubbock Counties,"Lubbock, TX M.S.A.",290884,2011
8297,181.0,515.0,City of Lynchburg,1855.0,99.0,3.0,76471.0,2469.0,22.0,72.0,278.0,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities","Lynchburg, VA M.S.A.",255651,2011
8298,294.0,1085.0,Total area actually reporting,3867.0,226.0,6.0,100.0,5178.0,51.0,89.0,440.0,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities","Lynchburg, VA M.S.A.",255651,2011
8299,115.0,424.4,"Rate per 100,000 inhabitants",1512.6,88.4,2.3,,2025.4,19.9,34.8,172.1,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities","Lynchburg, VA M.S.A.",255651,2011
8300,274.0,2154.0,City of Macon,5104.0,549.0,13.0,92554.0,7807.0,33.0,246.0,566.0,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties","Macon, GA M.S.A.",235351,2011
8301,535.0,3424.0,Total area actually reporting,8595.0,919.0,18.0,99.5,12938.0,51.0,304.0,908.0,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties","Macon, GA M.S.A.",235351,2011
8302,538.0,3434.0,Estimated total,8632.0,922.0,18.0,100.0,12988.0,51.0,305.0,912.0,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties","Macon, GA M.S.A.",235351,2011
8303,228.6,1459.1,"Rate per 100,000 inhabitants",3667.7,391.8,7.6,,5518.6,21.7,129.6,387.5,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties","Macon, GA M.S.A.",235351,2011
8304,275.0,608.0,City of Madera,528.0,306.0,1.0,62138.0,1442.0,15.0,115.0,406.0,Includes Madera County,"Madera-Chowchilla, CA M.S.A.",152639,2011
8305,76.0,184.0,City of Chowchilla,233.0,36.0,0.0,18940.0,453.0,2.0,4.0,82.0,Includes Madera County,"Madera-Chowchilla, CA M.S.A.",152639,2011
8306,628.0,1628.0,Total area actually reporting,1603.0,574.0,5.0,100.0,3805.0,27.0,139.0,799.0,Includes Madera County,"Madera-Chowchilla, CA M.S.A.",152639,2011
8307,411.4,1066.6,"Rate per 100,000 inhabitants",1050.2,376.1,3.3,,2492.8,17.7,91.1,523.5,Includes Madera County,"Madera-Chowchilla, CA M.S.A.",152639,2011
8308,461.0,1440.0,City of Madison,6152.0,344.0,8.0,234225.0,7936.0,74.0,272.0,815.0,"Includes Columbia, Dane, and Iowa Counties","Madison, WI M.S.A.",571071,2011
8309,747.0,2466.0,Total area actually reporting,11728.0,547.0,10.0,99.8,14741.0,143.0,344.0,1244.0,"Includes Columbia, Dane, and Iowa Counties","Madison, WI M.S.A.",571071,2011
8310,748.0,2470.0,Estimated total,11755.0,548.0,10.0,100.0,14773.0,143.0,344.0,1245.0,"Includes Columbia, Dane, and Iowa Counties","Madison, WI M.S.A.",571071,2011
8311,131.0,432.5,"Rate per 100,000 inhabitants",2058.4,96.0,1.8,,2586.9,25.0,60.2,218.0,"Includes Columbia, Dane, and Iowa Counties","Madison, WI M.S.A.",571071,2011
8312,366.0,902.0,City of Manchester,3136.0,156.0,2.0,109708.0,4194.0,69.0,181.0,618.0,Includes Hillsborough County,"Manchester-Nashua, NH M.S.A.",401245,2011
8313,135.0,360.0,City of Nashua,1693.0,77.0,3.0,86607.0,2130.0,24.0,50.0,212.0,Includes Hillsborough County,"Manchester-Nashua, NH M.S.A.",401245,2011
8314,614.0,1851.0,Total area actually reporting,7020.0,314.0,8.0,94.2,9185.0,124.0,260.0,1006.0,Includes Hillsborough County,"Manchester-Nashua, NH M.S.A.",401245,2011
8315,624.0,1892.0,Estimated total,7202.0,322.0,8.0,100.0,9416.0,127.0,262.0,1021.0,Includes Hillsborough County,"Manchester-Nashua, NH M.S.A.",401245,2011
8316,155.5,471.5,"Rate per 100,000 inhabitants",1794.9,80.3,2.0,,2346.7,31.7,65.3,254.5,Includes Hillsborough County,"Manchester-Nashua, NH M.S.A.",401245,2011
8317,267.0,626.0,Total area actually reporting,1852.0,69.0,5.0,99.5,2547.0,49.0,47.0,368.0,"Includes Geary, Pottawatomie, and Riley Counties","Manhattan, KS M.S.A.",127888,2011
8318,268.0,628.0,Estimated total,1863.0,70.0,5.0,100.0,2561.0,49.0,47.0,369.0,"Includes Geary, Pottawatomie, and Riley Counties","Manhattan, KS M.S.A.",127888,2011
8319,209.6,491.1,"Rate per 100,000 inhabitants",1456.7,54.7,3.9,,2002.5,38.3,36.8,288.5,"Includes Geary, Pottawatomie, and Riley Counties","Manhattan, KS M.S.A.",127888,2011
8320,49.0,390.0,City of Mankato2,1419.0,50.0,1.0,39608.0,1859.0,,21.0,,Includes Blue Earth and Nicollet Counties2,"Mankato-North Mankato, MN M.S.A.2",97487,2011
8321,0.0,47.0,City of North Mankato2,259.0,8.0,0.0,13497.0,314.0,,3.0,,Includes Blue Earth and Nicollet Counties2,"Mankato-North Mankato, MN M.S.A.2",97487,2011
8322,72.0,604.0,Total area actually reporting,2126.0,95.0,1.0,99.9,2825.0,,26.0,,Includes Blue Earth and Nicollet Counties2,"Mankato-North Mankato, MN M.S.A.2",97487,2011
8323,72.0,604.0,Estimated total,2126.0,95.0,1.0,100.0,2825.0,,26.0,,Includes Blue Earth and Nicollet Counties2,"Mankato-North Mankato, MN M.S.A.2",97487,2011
8324,73.9,619.6,"Rate per 100,000 inhabitants",2180.8,97.4,1.0,,2897.8,,26.7,,Includes Blue Earth and Nicollet Counties2,"Mankato-North Mankato, MN M.S.A.2",97487,2011
8325,50.0,913.0,City of Mansfield,2044.0,106.0,3.0,47856.0,3063.0,32.0,86.0,171.0,Includes Richland County,"Mansfield, OH M.S.A.",124566,2011
8326,63.0,1481.0,Total area actually reporting,3769.0,160.0,3.0,98.5,5410.0,48.0,111.0,225.0,Includes Richland County,"Mansfield, OH M.S.A.",124566,2011
8327,64.0,1492.0,Estimated total,3808.0,162.0,3.0,100.0,5462.0,48.0,112.0,227.0,Includes Richland County,"Mansfield, OH M.S.A.",124566,2011
8328,51.4,1197.8,"Rate per 100,000 inhabitants",3057.0,130.1,2.4,,4384.8,38.5,89.9,182.2,Includes Richland County,"Mansfield, OH M.S.A.",124566,2011
8329,143.0,511.0,City of McAllen,5184.0,180.0,4.0,132610.0,5875.0,27.0,72.0,246.0,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8330,199.0,758.0,City of Edinburg,3666.0,228.0,1.0,78722.0,4652.0,28.0,54.0,282.0,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8331,55.0,464.0,City of Mission,2094.0,193.0,2.0,78679.0,2751.0,6.0,37.0,100.0,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8332,184.0,530.0,City of Pharr,1765.0,157.0,4.0,71881.0,2452.0,17.0,51.0,256.0,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8333,1609.0,6316.0,Total area actually reporting,23319.0,1660.0,35.0,100.0,31295.0,225.0,468.0,2337.0,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8334,203.4,798.4,"Rate per 100,000 inhabitants",2947.8,209.8,4.4,,3956.0,28.4,59.2,295.4,Includes Hidalgo County,"McAllen-Edinburg-Mission, TX M.S.A.",791072,2011
8335,283.0,370.0,City of Medford,3375.0,150.0,6.0,75704.0,3895.0,38.0,60.0,387.0,Includes Jackson County,"Medford, OR M.S.A.",205369,2011
8336,442.0,860.0,Total area actually reporting,5783.0,248.0,10.0,100.0,6891.0,71.0,73.0,596.0,Includes Jackson County,"Medford, OR M.S.A.",205369,2011
8337,215.2,418.8,"Rate per 100,000 inhabitants",2815.9,120.8,4.9,,3355.4,34.6,35.5,290.2,Includes Jackson County,"Medford, OR M.S.A.",205369,2011
8338,6738.0,13254.0,City of Memphis,25667.0,3434.0,117.0,652725.0,42355.0,398.0,3083.0,10336.0,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN","Memphis, TN-MS-AR M.S.A.",1326648,2011
8339,8745.0,18414.0,Total area actually reporting,36585.0,4350.0,139.0,96.1,59349.0,568.0,3458.0,12910.0,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN","Memphis, TN-MS-AR M.S.A.",1326648,2011
8340,8808.0,18756.0,Estimated total,37358.0,4418.0,141.0,100.0,60532.0,578.0,3480.0,13007.0,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN","Memphis, TN-MS-AR M.S.A.",1326648,2011
8341,663.9,1413.8,"Rate per 100,000 inhabitants",2816.0,333.0,10.6,,4562.8,43.6,262.3,980.4,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN","Memphis, TN-MS-AR M.S.A.",1326648,2011
8342,326.0,802.0,City of Merced,2044.0,313.0,8.0,79886.0,3159.0,20.0,149.0,503.0,Includes Merced County,"Merced, CA M.S.A.",258800,2011
8343,1060.0,2604.0,Total area actually reporting,5496.0,1032.0,14.0,100.0,9132.0,61.0,274.0,1409.0,Includes Merced County,"Merced, CA M.S.A.",258800,2011
8344,409.6,1006.2,"Rate per 100,000 inhabitants",2123.6,398.8,5.4,,3528.6,23.6,105.9,544.4,Includes Merced County,"Merced, CA M.S.A.",258800,2011
8345,2683.0,5141.0,City of Miami,15080.0,2700.0,68.0,404901.0,22921.0,96.0,2002.0,4849.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8346,691.0,3102.0,City of Fort Lauderdale,6489.0,601.0,12.0,167777.0,10192.0,91.0,771.0,1565.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8347,528.0,1343.0,City of Pompano Beach,3852.0,329.0,5.0,101206.0,5524.0,41.0,343.0,917.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8348,472.0,1354.0,City of West Palm Beach,3685.0,344.0,14.0,101281.0,5383.0,48.0,235.0,769.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8349,473.0,1171.0,City of Miami Beach,7838.0,576.0,4.0,88975.0,9585.0,40.0,370.0,887.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8350,92.0,495.0,City of Boca Raton,2067.0,114.0,0.0,85542.0,2676.0,23.0,63.0,178.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8351,208.0,569.0,City of Deerfield Beach,1651.0,195.0,1.0,76040.0,2415.0,23.0,134.0,366.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8352,255.0,776.0,City of Boynton Beach,2426.0,141.0,4.0,69147.0,3343.0,7.0,123.0,389.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8353,350.0,699.0,City of Delray Beach,2385.0,139.0,4.0,61347.0,3223.0,27.0,183.0,564.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8354,646.0,954.0,City of Homestead,2200.0,160.0,4.0,61337.0,3314.0,18.0,299.0,967.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8355,20347.0,54367.0,Total area actually reporting,163975.0,18182.0,344.0,100.0,236524.0,1451.0,11512.0,33654.0,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8356,360.7,963.9,"Rate per 100,000 inhabitants",2907.1,322.3,6.1,,4193.3,25.7,204.1,596.7,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach","Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",5640473,2011
8357,4743.0,18814.0,Total area actually reporting,47633.0,4502.0,59.0,100.0,70949.0,473.0,3474.0,8749.0,Includes Broward County,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",1771889,2011
8358,267.7,1061.8,"Rate per 100,000 inhabitants",2688.3,254.1,3.3,,4004.1,26.7,196.1,493.8,Includes Broward County,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",1771889,2011
8359,11307.0,24227.0,Total area actually reporting,84714.0,10848.0,218.0,100.0,119789.0,638.0,6157.0,18320.0,Includes Miami-Dade County,"Miami-Miami Beach-Kendall, FL M.D.",2530459,2011
8360,446.8,957.4,"Rate per 100,000 inhabitants",3347.8,428.7,8.6,,4733.9,25.2,243.3,724.0,Includes Miami-Dade County,"Miami-Miami Beach-Kendall, FL M.D.",2530459,2011
8361,4297.0,11326.0,Total area actually reporting,31628.0,2832.0,67.0,100.0,45786.0,340.0,1881.0,6585.0,Includes Palm Beach County,"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",1338125,2011
8362,321.1,846.4,"Rate per 100,000 inhabitants",2363.6,211.6,5.0,,3421.7,25.4,140.6,492.1,Includes Palm Beach County,"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",1338125,2011
8363,44.0,297.0,City of Michigan City,1421.0,122.0,2.0,31460.0,1840.0,9.0,41.0,96.0,Includes La Porte County,"Michigan City-La Porte, IN M.S.A.",112036,2011
8364,26.0,193.0,City of La Porte,886.0,42.0,1.0,22166.0,1121.0,6.0,10.0,43.0,Includes La Porte County,"Michigan City-La Porte, IN M.S.A.",112036,2011
8365,90.0,776.0,Total area actually reporting,2917.0,226.0,4.0,96.9,3919.0,25.0,60.0,179.0,Includes La Porte County,"Michigan City-La Porte, IN M.S.A.",112036,2011
8366,96.0,796.0,Estimated total,3014.0,234.0,4.0,100.0,4044.0,26.0,62.0,188.0,Includes La Porte County,"Michigan City-La Porte, IN M.S.A.",112036,2011
8367,85.7,710.5,"Rate per 100,000 inhabitants",2690.2,208.9,3.6,,3609.6,23.2,55.3,167.8,Includes La Porte County,"Michigan City-La Porte, IN M.S.A.",112036,2011
8368,251.0,715.0,City of Midland,2435.0,137.0,4.0,113486.0,3287.0,21.0,58.0,334.0,Includes Midland County,"Midland, TX M.S.A.",139752,2011
8369,309.0,848.0,Total area actually reporting,2797.0,171.0,6.0,100.0,3816.0,22.0,62.0,399.0,Includes Midland County,"Midland, TX M.S.A.",139752,2011
8370,221.1,606.8,"Rate per 100,000 inhabitants",2001.4,122.4,4.3,,2730.6,15.7,44.4,285.5,Includes Midland County,"Midland, TX M.S.A.",139752,2011
8371,2727.0,6669.0,City of Milwaukee,18890.0,4538.0,85.0,597426.0,30097.0,194.0,2963.0,5969.0,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8372,58.0,178.0,City of Waukesha,918.0,34.0,0.0,71026.0,1130.0,17.0,17.0,92.0,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8373,73.0,571.0,City of West Allis,2376.0,227.0,2.0,60674.0,3174.0,10.0,114.0,199.0,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8374,3272.0,9268.0,Total area actually reporting,35745.0,5236.0,92.0,97.3,50249.0,288.0,3297.0,6949.0,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8375,3305.0,9400.0,Estimated total,36584.0,5265.0,92.0,100.0,51249.0,295.0,3311.0,7003.0,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8376,211.5,601.5,"Rate per 100,000 inhabitants",2341.1,336.9,5.9,,3279.5,18.9,211.9,448.1,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties","Milwaukee-Waukesha-West Allis, WI M.S.A.",1562687,2011
8377,1715.0,5104.0,"City of Minneapolis, MN",12311.0,1775.0,32.0,385531.0,19190.0,386.0,1589.0,3722.0,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8378,1104.0,3197.0,"City of St. Paul, MN",6890.0,1845.0,8.0,287665.0,11932.0,169.0,604.0,1885.0,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8379,70.0,251.0,"City of Bloomington, MN2",2813.0,87.0,0.0,83533.0,3151.0,,41.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8380,31.0,276.0,"City of Plymouth, MN2",908.0,28.0,0.0,71121.0,1212.0,,12.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8381,23.0,185.0,"City of Eagan, MN2",1278.0,49.0,0.0,64702.0,1512.0,,11.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8382,14.0,127.0,"City of Eden Prairie, MN2",811.0,22.0,0.0,61266.0,960.0,,12.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8383,13.0,154.0,"City of Minnetonka, MN2",725.0,31.0,0.0,50118.0,910.0,,11.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8384,4634.0,17189.0,Total area actually reporting,70600.0,6151.0,59.0,99.9,93940.0,,2997.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8385,4636.0,17198.0,Estimated total,70653.0,6154.0,59.0,100.0,94005.0,,2998.0,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8386,140.3,520.4,"Rate per 100,000 inhabitants",2137.9,186.2,1.8,,2844.6,,90.7,,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN2 and Pierce and St. Croix Counties, WI","Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.2",3304725,2011
8387,146.0,299.0,City of Missoula1,2019.0,97.0,0.0,67381.0,2415.0,26.0,20.0,192.0,Includes Missoula County1,"Missoula, MT M.S.A.1",110269,2011
8388,211.0,389.0,Total area actually reporting,2346.0,126.0,1.0,100.0,2861.0,38.0,26.0,276.0,Includes Missoula County1,"Missoula, MT M.S.A.1",110269,2011
8389,191.4,352.8,"Rate per 100,000 inhabitants",2127.5,114.3,0.9,,2594.6,34.5,23.6,250.3,Includes Missoula County1,"Missoula, MT M.S.A.1",110269,2011
8390,904.0,4058.0,"City of Mobile1, 4",8891.0,701.0,30.0,251869.0,13650.0,48.0,637.0,1619.0,Includes Mobile County1,"Mobile, AL M.S.A.1, 4",414980,2011
8391,1496.0,6149.0,Total area actually reporting,12518.0,1281.0,47.0,100.0,19948.0,87.0,894.0,2524.0,Includes Mobile County1,"Mobile, AL M.S.A.1, 4",414980,2011
8392,360.5,1481.8,"Rate per 100,000 inhabitants",3016.5,308.7,11.3,,4807.0,21.0,215.4,608.2,Includes Mobile County1,"Mobile, AL M.S.A.1, 4",414980,2011
8393,907.0,2121.0,City of Modesto,5410.0,1363.0,14.0,203530.0,8894.0,67.0,425.0,1413.0,Includes Stanislaus County,"Modesto, CA M.S.A.",520501,2011
8394,1631.0,5346.0,Total area actually reporting,10620.0,3221.0,34.0,100.0,19187.0,117.0,702.0,2484.0,Includes Stanislaus County,"Modesto, CA M.S.A.",520501,2011
8395,313.4,1027.1,"Rate per 100,000 inhabitants",2040.3,618.8,6.5,,3686.3,22.5,134.9,477.2,Includes Stanislaus County,"Modesto, CA M.S.A.",520501,2011
8396,693.0,1340.0,City of Monroe,2467.0,103.0,5.0,49261.0,3910.0,23.0,113.0,834.0,Includes Ouachita and Union Parishes,"Monroe, LA M.S.A.",178055,2011
8397,922.0,2575.0,Total area actually reporting,5080.0,218.0,9.0,97.6,7873.0,38.0,147.0,1116.0,Includes Ouachita and Union Parishes,"Monroe, LA M.S.A.",178055,2011
8398,941.0,2611.0,Estimated total,5224.0,224.0,9.0,100.0,8059.0,39.0,150.0,1139.0,Includes Ouachita and Union Parishes,"Monroe, LA M.S.A.",178055,2011
8399,528.5,1466.4,"Rate per 100,000 inhabitants",2933.9,125.8,5.1,,4526.1,21.9,84.2,639.7,Includes Ouachita and Union Parishes,"Monroe, LA M.S.A.",178055,2011
8400,70.0,244.0,City of Monroe,622.0,45.0,0.0,20717.0,911.0,13.0,24.0,107.0,Includes Monroe County,"Monroe, MI M.S.A.",151906,2011
8401,219.0,1075.0,Total area actually reporting,2358.0,198.0,3.0,94.4,3631.0,65.0,66.0,353.0,Includes Monroe County,"Monroe, MI M.S.A.",151906,2011
8402,235.0,1124.0,Estimated total,2513.0,215.0,3.0,100.0,3852.0,68.0,71.0,377.0,Includes Monroe County,"Monroe, MI M.S.A.",151906,2011
8403,154.7,739.9,"Rate per 100,000 inhabitants",1654.3,141.5,2.0,,2535.8,44.8,46.7,248.2,Includes Monroe County,"Monroe, MI M.S.A.",151906,2011
8404,284.0,2885.0,City of Montgomery1,7043.0,816.0,31.0,206754.0,10744.0,38.0,354.0,707.0,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties1","Montgomery, AL M.S.A.1",376339,2011
8405,571.0,4238.0,Total area actually reporting,10004.0,1091.0,39.0,99.7,15333.0,76.0,431.0,1117.0,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties1","Montgomery, AL M.S.A.1",376339,2011
8406,574.0,4249.0,Estimated total,10032.0,1094.0,39.0,100.0,15375.0,76.0,432.0,1121.0,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties1","Montgomery, AL M.S.A.1",376339,2011
8407,152.5,1129.0,"Rate per 100,000 inhabitants",2665.7,290.7,10.4,,4085.4,20.2,114.8,297.9,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties1","Montgomery, AL M.S.A.1",376339,2011
8408,146.0,200.0,City of Morristown,1667.0,97.0,1.0,29400.0,1964.0,13.0,35.0,195.0,"Includes Grainger, Hamblen, and Jefferson Counties","Morristown, TN M.S.A.",137840,2011
8409,365.0,1035.0,Total area actually reporting,3419.0,250.0,3.0,100.0,4704.0,27.0,79.0,474.0,"Includes Grainger, Hamblen, and Jefferson Counties","Morristown, TN M.S.A.",137840,2011
8410,264.8,750.9,"Rate per 100,000 inhabitants",2480.4,181.4,2.2,,3412.7,19.6,57.3,343.9,"Includes Grainger, Hamblen, and Jefferson Counties","Morristown, TN M.S.A.",137840,2011
8411,40.0,351.0,City of Mount Vernon,1377.0,76.0,2.0,32241.0,1804.0,24.0,34.0,100.0,Includes Skagit County,"Mount Vernon-Anacortes, WA M.S.A.",118735,2011
8412,14.0,91.0,City of Anacortes,387.0,23.0,0.0,16026.0,501.0,6.0,4.0,24.0,Includes Skagit County,"Mount Vernon-Anacortes, WA M.S.A.",118735,2011
8413,128.0,1228.0,Total area actually reporting,3801.0,264.0,3.0,100.0,5293.0,47.0,64.0,242.0,Includes Skagit County,"Mount Vernon-Anacortes, WA M.S.A.",118735,2011
8414,107.8,1034.2,"Rate per 100,000 inhabitants",3201.2,222.3,2.5,,4457.8,39.6,53.9,203.8,Includes Skagit County,"Mount Vernon-Anacortes, WA M.S.A.",118735,2011
8415,362.0,553.0,City of Muncie,1701.0,179.0,1.0,70443.0,2433.0,42.0,108.0,513.0,Includes Delaware County,"Muncie, IN M.S.A.",118272,2011
8416,422.0,775.0,Total area actually reporting,2354.0,223.0,2.0,100.0,3352.0,61.0,117.0,602.0,Includes Delaware County,"Muncie, IN M.S.A.",118272,2011
8417,356.8,655.3,"Rate per 100,000 inhabitants",1990.3,188.5,1.7,,2834.1,51.6,98.9,509.0,Includes Delaware County,"Muncie, IN M.S.A.",118272,2011
8418,239.0,585.0,City of Muskegon,1500.0,72.0,5.0,38372.0,2157.0,34.0,86.0,364.0,Includes Muskegon County,"Muskegon-Norton Shores, MI M.S.A.",172058,2011
